TRANSACTION_AMT,OCCUPATION,CMTE_NM,CMTE_PTY_AFFILIATION
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,MIKE HONDA FOR CONGRESS,DEM
100,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
100,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
100,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
100,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
100,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
100,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
100,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
100,RETIRED,INGRID TURNER FOR CONGRESS,DEM
100,RETIRED,INGRID TURNER FOR CONGRESS,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DSCC,DEM
100,RETIRED,DSCC,DEM
100,RETIRED,DSCC,DEM
100,RETIRED,DSCC,DEM
100,RETIRED,DSCC,DEM
100,RETIRED,DSCC,DEM
100,RETIRED,DSCC,DEM
100,RETIRED,DSCC,DEM
100,RETIRED,DSCC,DEM
100,RETIRED,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,DEM
100,RETIRED,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,DEM
100,RETIRED,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,DEM
100,RETIRED,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,DEM
100,RETIRED,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,DEM
100,RETIRED,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,DEM
100,RETIRED,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,DEM
100,RETIRED,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,DEM
100,RETIRED,ELIZABETH FOR MA INC,DEM
100,RETIRED,ELIZABETH FOR MA INC,DEM
100,RETIRED,ELIZABETH FOR MA INC,DEM
100,RETIRED,ELIZABETH FOR MA INC,DEM
100,RETIRED,ELIZABETH FOR MA INC,DEM
100,RETIRED,ELIZABETH FOR MA INC,DEM
100,RETIRED,ELIZABETH FOR MA INC,DEM
100,RETIRED,ELIZABETH FOR MA INC,DEM
100,RETIRED,ELIZABETH FOR MA INC,DEM
100,RETIRED,ELIZABETH FOR MA INC,DEM
100,RETIRED,ELIZABETH FOR MA INC,DEM
100,RETIRED,AL FRANKEN FOR SENATE ,DEM
100,RETIRED,AL FRANKEN FOR SENATE ,DEM
100,RETIRED,DONNA EDWARDS FOR SENATE,DEM
100,RETIRED,DCCC,DEM
100,RETIRED,DCCC,DEM
100,RETIRED,DCCC,DEM
100,RETIRED,DCCC,DEM
100,RETIRED,DCCC,DEM
100,RETIRED,DCCC,DEM
100,RETIRED,DCCC,DEM
100,RETIRED,DCCC,DEM
100,RETIRED,DCCC,DEM
100,RETIRED,DCCC,DEM
100,RETIRED,DCCC,DEM
100,RETIRED,DCCC,DEM
100,RETIRED,DCCC,DEM
100,RETIRED,DCCC,DEM
100,RETIRED,DCCC,DEM
100,RETIRED,DCCC,DEM
100,RETIRED,DCCC,DEM
100,RETIRED,DSCC,DEM
100,RETIRED,DSCC,DEM
100,RETIRED,DSCC,DEM
100,RETIRED,DSCC,DEM
100,RETIRED,DSCC,DEM
100,RETIRED,DSCC,DEM
100,RETIRED,DSCC,DEM
100,RETIRED,GLENN IVEY FOR CONGRESS,DEM
100,RETIRED,GLENN IVEY FOR CONGRESS,DEM
100,RETIRED,HILLARY FOR AMERICA,DEM
100,RETIRED,HILLARY FOR AMERICA,DEM
100,RETIRED,HILLARY FOR AMERICA,DEM
100,RETIRED,HILLARY FOR AMERICA,DEM
100,RETIRED,HILLARY FOR AMERICA,DEM
100,RETIRED,HILLARY FOR AMERICA,DEM
100,RETIRED,HILLARY FOR AMERICA,DEM
100,RETIRED,HILLARY FOR AMERICA,DEM
100,RETIRED,HILLARY FOR AMERICA,DEM
100,RETIRED,HILLARY FOR AMERICA,DEM
100,RETIRED,HILLARY FOR AMERICA,DEM
100,RETIRED,HILLARY FOR AMERICA,DEM
100,RETIRED,HILLARY FOR AMERICA,DEM
100,RETIRED,HILLARY FOR AMERICA,DEM
100,RETIRED,BERNIE 2016,DEM
100,RETIRED,BERNIE 2016,DEM
100,RETIRED,DCCC,DEM
100,RETIRED,DCCC,DEM
100,RETIRED,DCCC,DEM
100,RETIRED,DCCC,DEM
100,RETIRED,DCCC,DEM
100,RETIRED,DCCC,DEM
100,RETIRED,DCCC,DEM
100,RETIRED,DCCC,DEM
100,RETIRED,DCCC,DEM
100,RETIRED,DCCC,DEM
100,RETIRED,DCCC,DEM
100,RETIRED,DCCC,DEM
100,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
100,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
100,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
100,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
100,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
100,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
100,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
100,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
100,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
100,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
100,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
100,RETIRED,BERNIE 2016,DEM
100,RETIRED,BERNIE 2016,DEM
100,RETIRED,BERNIE 2016,DEM
100,RETIRED,BERNIE 2016,DEM
100,RETIRED,BERNIE 2016,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DOLLARS FOR DEMOCRATS,DEM
100,RETIRED,DEBBIE WASSERMAN SCHULTZ FOR CONGRESS,DEM
100,RETIRED,BENNET FOR COLORADO,DEM
100,RETIRED,BENNET FOR COLORADO,DEM
100,RETIRED,BENNET FOR COLORADO,DEM
100,RETIRED,BENNET FOR COLORADO,DEM
100,RETIRED,INGRID TURNER FOR CONGRESS,DEM
100,RETIRED,INGRID TURNER FOR CONGRESS,DEM
100,RETIRED,INGRID TURNER FOR CONGRESS,DEM
100,RETIRED,INGRID TURNER FOR CONGRESS,DEM
100,RETIRED,INGRID TURNER FOR CONGRESS,DEM
100,RETIRED,INGRID TURNER FOR CONGRESS,DEM
100,RETIRED,INGRID TURNER FOR CONGRESS,DEM
100,RETIRED,LESSIG2016.US,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RETIRED,DSCC,DEM
100,RETIRED,DSCC,DEM
100,RETIRED,DSCC,DEM
100,RETIRED,DSCC,DEM
100,RETIRED,DSCC,DEM
100,RETIRED,DSCC,DEM
100,RETIRED,DSCC,DEM
100,RETIRED,DSCC,DEM
100,RETIRED,DSCC,DEM
100,RETAIL EMPLOYEE,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,DEM
100,RETAIL EMPLOYEE,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,DEM
100,RETAIL EMPLOYEE,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,DEM
100,RETAIL EMPLOYEE,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,DEM
100,RESEARCHER/EVALUATOR,BERNIE 2016,DEM
100,RESEARCHER/CONSULTANT,JAMIE RASKIN FOR CONGRESS,DEM
100,RESEARCHER,JAMIE RASKIN FOR CONGRESS,DEM
100,RESEARCH ENGINEER,DCCC,DEM
100,RESEARCH ENGINEER,DCCC,DEM
100,RESEARCH CONSULTANT,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RESEARCH CONSULTANT,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RESEARCH CONSULTANT,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,RESEARCH ASSOCIATE,BERNIE 2016,DEM
100,REIRED,DCCC,DEM
100,REIRED,DCCC,DEM
100,REIRED,DCCC,DEM
100,REGISTERED NURSE,DCCC,DEM
100,REGISTERED NURSE,DCCC,DEM
100,REGIONAL MANAGER,LESSIG2016.US,DEM
100,REALTOR,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,REALTOR,JAMIE RASKIN FOR CONGRESS,DEM
100,REAL ESTATE BROKER,BERNIE 2016,DEM
100,REAL ESTATE AGENT,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,DEM
100,REAL ESTATE AGENT,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,REAL ESTATE AGENT,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,PUBLIC RELATIONS AND MARKETING CONSULT,JAMIE RASKIN FOR CONGRESS,DEM
100,PUBLIC INFORMATION OFFICER,LESSIG2016.US,DEM
100,PUBLIC INFORMATION OFFICER,LESSIG2016.US,DEM
100,PUBLIC AFFAIRS SPECIALIST,DSCC,DEM
100,PUBLIC AFFAIRS SPECIALIST,JAMIE RASKIN FOR CONGRESS,DEM
100,PUBLIC AFFAIRS SPECIALIST,DSCC,DEM
100,PUBLIC AFFAIRS SPECIALIST,DSCC,DEM
100,PUBLIC AFFAIRS SPECIALIST,JAMIE RASKIN FOR CONGRESS,DEM
100,PUBLIC AFFAIRS SPECIALIST,DSCC,DEM
100,PSYCHOTHERAPIST,BERNIE 2016,DEM
100,PSYCHOTHERAPIST,BERNIE 2016,DEM
100,PSYCHOLOGIST,DEBBIE DINGELL FOR CONGRESS,DEM
100,PSYCHOLOGIST,DCCC,DEM
100,PSYCHOLOGIST,DCCC,DEM
100,PSYCHOLOGIST,DCCC,DEM
100,PSYCHOLOGIST,DCCC,DEM
100,PSYCHOLOGIST,DCCC,DEM
100,PSYCHOLOGIST,DCCC,DEM
100,PSYCHOLOGIST,DCCC,DEM
100,PSYCHOLOGIST,DCCC,DEM
100,PSYCHOLOGIST,DCCC,DEM
100,PSYCHOLOGIST,HILLARY FOR AMERICA,DEM
100,PSYCHOLOGIST,DCCC,DEM
100,PSYCHOLOGIST,DCCC,DEM
100,PSYCHOLOGIST,DCCC,DEM
100,PSYCHOLOGIST,JAMIE RASKIN FOR CONGRESS,DEM
100,PSYCHOLOGIST,JAMIE RASKIN FOR CONGRESS,DEM
100,PSYCHOLOGIST,JAMIE RASKIN FOR CONGRESS,DEM
100,PSYCHOLOGIST,DSCC,DEM
100,PROPERTY MANAGEMENT,HILLARY FOR AMERICA,DEM
100,PROJECT MANAGER,BERNIE 2016,DEM
100,PROJECT COORDINATOR,HILLARY FOR AMERICA,DEM
100,PROGRAM ANALYST,HILLARY FOR AMERICA,DEM
100,PROGRAM ANALYST,JAMIE RASKIN FOR CONGRESS,DEM
100,PROGRAM ANALYST,BERNIE 2016,DEM
100,PROGRAM ANALYST,BERNIE 2016,DEM
100,PROFESSOR/PHYSICIAN,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,"PROFESSOR, ENGINEERING",HILLARY FOR AMERICA,DEM
100,PROFESSOR OF HISTORY,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,PROFESSOR OF HISTORY,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,PROFESSOR OF HISTORY,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,PROFESSOR OF HISTORY,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,PROFESSOR,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,PROFESSOR,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,PROFESSOR,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,PROFESSOR,DSCC,DEM
100,PROFESSOR,ELIZABETH FOR MA INC,DEM
100,PROFESSOR,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,PROFESSOR,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,PROFESSOR,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,PROFESSOR,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,PROFESSOR,DSCC,DEM
100,PROFESSOR,ELIZABETH FOR MA INC,DEM
100,PROFESSOR,DONNA EDWARDS FOR SENATE,DEM
100,PROFESSOR,DONNA EDWARDS FOR SENATE,DEM
100,PROFESSOR,DCCC,DEM
100,PROFESSOR,DCCC,DEM
100,PROFESSOR,DCCC,DEM
100,PROFESSOR,DCCC,DEM
100,PROFESSOR,DCCC,DEM
100,PROFESSOR,DCCC,DEM
100,PROFESSOR,DCCC,DEM
100,PROFESSOR,DSCC,DEM
100,PROFESSOR,NANCY PELOSI FOR CONGRESS,DEM
100,PROFESSOR,NANCY PELOSI FOR CONGRESS,DEM
100,PROFESSOR,NANCY PELOSI FOR CONGRESS,DEM
100,PROFESSOR,NANCY PELOSI FOR CONGRESS,DEM
100,PROFESSOR,GLENN IVEY FOR CONGRESS,DEM
100,PROFESSOR,HILLARY FOR AMERICA,DEM
100,PROFESSOR,DCCC,DEM
100,PROFESSOR,DCCC,DEM
100,PROFESSOR,JAMIE RASKIN FOR CONGRESS,DEM
100,PROFESSOR,BERNIE 2016,DEM
100,PROFESSOR,BERNIE 2016,DEM
100,PROFESSOR,BERNIE 2016,DEM
100,PROFESSOR,BERNIE 2016,DEM
100,PROFESSOR,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,PROFESSOR,BENNET FOR COLORADO,DEM
100,PROFESSOR,BENNET FOR COLORADO,DEM
100,PROFESSOR,BENNET FOR COLORADO,DEM
100,PROFESSOR,ALVIN THORNTON FOR CONGRESS,DEM
100,PROFESSOR,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,PROFESSOR,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,PROFESSOR,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,PROFESSOR,DSCC,DEM
100,PROCUREMENT DIRECTOR,INGRID TURNER FOR CONGRESS,DEM
100,PRINCIPAL,FRIENDS OF SCHUMER,DEM
100,PRINCIPAL,JAMIE RASKIN FOR CONGRESS,DEM
100,PRESIDENT/OWNER,JAMIE RASKIN FOR CONGRESS,DEM
100,PRESIDENT/CEO,DONNA EDWARDS FOR SENATE,DEM
100,"PRESIDENT, IDENTITY THEFT, PRIVACY & D",HILLARY FOR AMERICA,DEM
100,PRESIDENT AND CEO,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,PRESIDENT / ATTORNEY,ANTHONY BROWN FOR CONGRESS,DEM
100,PRESIDENT,DUTCH RUPPERSBERGER FOR CONGRESS COMMITTEE,DEM
100,PRESIDENT,HILLARY FOR AMERICA,DEM
100,PRESIDENT,HILLARY FOR AMERICA,DEM
100,PRESIDENT,HILLARY FOR AMERICA,DEM
100,POLICY-SENIOR FELLOW,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,POLICY ADVISER,JAMIE RASKIN FOR CONGRESS,DEM
100,PLUMBER,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,DEM
100,PLUMBER,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,DEM
100,PLUMBER,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,DEM
100,PLUMBER,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,DEM
100,PLUMBER,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,DEM
100,PLUMBER,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,DEM
100,PLUMBER,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,DEM
100,PIO,JAMIE RASKIN FOR CONGRESS,DEM
100,PHYSICIST,HILLARY FOR AMERICA,DEM
100,PHYSICIST,HILLARY FOR AMERICA,DEM
100,PHYSICIST,BERNIE 2016,DEM
100,PHYSICIST,BERNIE 2016,DEM
100,PHYSICIST,BERNIE 2016,DEM
100,PHYSICIST,BERNIE 2016,DEM
100,PHYSICIAN-SCIENTIST,BERNIE 2016,DEM
100,PHYSICIAN,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,PHYSICIAN,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,PHYSICIAN,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,PHYSICIAN,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,PHYSICIAN,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,PHYSICIAN,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,PHYSICIAN,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,PHYSICIAN,BARVE FOR CONGRESS,DEM
100,PHYSICIAN,BARVE FOR CONGRESS,DEM
100,PHYSICIAN,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,PHYSICIAN,DCCC,DEM
100,PHYSICIAN,DCCC,DEM
100,PHYSICIAN,MARK POCAN FOR CONGRESS,DEM
100,PHYSICIAN,HILLARY FOR AMERICA,DEM
100,PHYSICIAN,HILLARY FOR AMERICA,DEM
100,PHYSICIAN,HILLARY FOR AMERICA,DEM
100,PHYSICIAN,HILLARY FOR AMERICA,DEM
100,PHYSICIAN,HILLARY FOR AMERICA,DEM
100,PHYSICIAN,HILLARY FOR AMERICA,DEM
100,PHYSICIAN,HILLARY FOR AMERICA,DEM
100,PHYSICIAN,DCCC,DEM
100,PHYSICIAN,DCCC,DEM
100,PHYSICIAN,DCCC,DEM
100,PHYSICIAN,DR. RAUL RUIZ FOR CONGRESS,DEM
100,PHYSICIAN,DR. RAUL RUIZ FOR CONGRESS,DEM
100,PHYSICIAN,DR. RAUL RUIZ FOR CONGRESS,DEM
100,PHYSICIAN,JAMIE RASKIN FOR CONGRESS,DEM
100,PHYSICIAN,BERNIE 2016,DEM
100,PHYSICIAN,BERNIE 2016,DEM
100,PHYSICIAN,BERNIE 2016,DEM
100,PHYSICIAN,BERNIE 2016,DEM
100,PHYSICIAN,BERNIE 2016,DEM
100,PHYSICIAN,BERNIE 2016,DEM
100,PHYSICIAN,BERNIE 2016,DEM
100,PHYSICIAN,BERNIE 2016,DEM
100,PHYSICIAN,BERNIE 2016,DEM
100,PHYSICIAN,BERNIE 2016,DEM
100,PHYSICIAN,BERNIE 2016,DEM
100,PHYSICIAN,BERNIE 2016,DEM
100,PHYSICIAN,BERNIE 2016,DEM
100,PHYSICIAN,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,PHYSICIAN,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,PHYSICIAN,FRIENDS OF JOE SESTAK,DEM
100,PHYSICIAN,FRIENDS OF JOE SESTAK,DEM
100,PHYSICAL SCIENTIST,DONNA EDWARDS FOR SENATE,DEM
100,PHARMACIST,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,PHARMACIST,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,PHARMACIST,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,PHARMACIST,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,PHARMACIST,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,PHARMACIST,DCCC,DEM
100,PHARMACIST,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,PHARMACIST,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,PEDIATRICIAN,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,PEDIATRICIAN,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,PASTOR,BERNIE 2016,DEM
100,PART TIME FACULTY,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,OWNER,DUTCH RUPPERSBERGER FOR CONGRESS COMMITTEE,DEM
100,OWNER,ANTHONY BROWN FOR CONGRESS,DEM
100,OWNER,ANTHONY BROWN FOR CONGRESS,DEM
100,OPTOMETRIST,BERNIE 2016,DEM
100,OPERATIONS ANALYST,BERNIE 2016,DEM
100,OPERATIONS ANALYST,BERNIE 2016,DEM
